,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
001193.mp3,-408.20905,606.5369,55.85621,315.83926,50.314896,209.85939,-94.04604,56.045284,-221.51077,48.290813,-245.98238,25.22764,-233.19502,-93.34464,-229.71228,-56.132965,-265.91583,-112.50213,-296.57037,-95.35219,-214.4208,-52.499546,-163.74147,-116.33938,-250.45245,-137.28604,1.8476812,-3.6136076,86.35186,-168.91188,-139.54617,-163.78389,-24.935205,-10.48526,64.2787,-86.658714,-228.22136,-302.79584,-300.87402,-273.4774,-17.804672,5.7834854,-111.53794,-251.0409,-152.22856,-177.13745,-312.50522,-379.6045,-89.90102,195.75346
001195.mp3,-487.0621,743.2282,-44.29316,278.93964,132.32446,91.682884,93.80887,-69.661415,-35.19324,-16.934427,-82.894035,-3.1236844,4.461134,-98.42527,-50.15062,-167.79478,-378.0783,-263.73807,-137.4503,-69.43218,-114.59092,-94.98773,-183.75778,-259.5495,-175.56627,-6.578006,103.95743,0.3562512,-96.77435,-97.9416,-109.60518,-174.62544,-164.07135,-191.47455,-136.70819,-185.86458,-177.03113,-23.542246,61.366184,100.561066,-50.49934,-205.00658,-165.18555,-240.20451,-274.89462,-316.96103,-302.46646,-103.952126,-16.043177,-74.209816
001196.mp3,-312.13403,599.05664,-55.139137,331.8952,39.401546,236.79822,-44.67049,192.00807,-53.978115,269.08405,-66.12835,194.6504,-147.83983,111.05879,-78.93269,78.88846,-197.72102,63.546978,-109.075905,-20.884398,-114.011284,7.033164,-71.3322,12.036987,2.3847656,-51.89553,-56.247425,-101.608025,7.6035147,-59.490044,-18.57678,-154.19817,-152.03831,-207.39622,-11.597275,-77.67908,-141.27989,-192.02983,-130.85307,-91.57541,-101.876816,-106.79244,16.25476,-41.570126,-43.276695,-156.61946,-83.35213,-17.219946,11.715956,-119.846954
001197.mp3,-616.7954,781.38904,-16.137741,232.65422,140.79616,52.488895,88.899826,-25.75633,-69.43108,-30.723724,-91.59133,-91.610916,-61.4111,-169.5105,-88.39904,-123.61385,-234.70348,-101.95408,-16.943352,-80.3655,-111.17586,-86.97564,-93.018326,-50.352913,-23.119995,115.54654,144.12924,-18.731464,-134.38882,-284.5242,-230.31737,-110.55526,-112.86736,-194.58578,-437.1222,-589.59235,-341.7253,19.020748,166.4592,62.871162,-30.44375,59.06088,33.632843,-150.5218,-294.7828,-201.95827,-16.632303,8.610112,-140.28592,-349.09482
001249.mp3,117.799286,572.74255,-121.80359,228.82768,-41.976974,233.63904,-61.049587,233.94864,-138.68825,207.31976,-129.01231,170.25085,-115.20558,152.27641,-183.73341,150.47038,-173.81168,174.49632,-228.1358,176.96147,-175.33365,121.7241,-133.25764,74.38338,-111.32924,32.40893,-59.327435,19.89705,-66.79104,-27.27685,-35.13855,-52.57083,-17.04192,-52.44323,-9.837315,-79.555275,19.048182,-90.0195,-2.3092928,-99.22552,1.1491047,-113.761826,26.204042,-99.01384,2.571827,-90.97259,-3.6167624,-77.05824,-17.819069,-37.77153
001259.mp3,-272.70782,403.22116,-235.34978,263.104,-88.385605,148.1577,-97.86824,141.94724,-121.18453,186.74136,-217.55122,151.80113,-239.30357,50.35582,-143.51015,102.42961,-165.0047,77.06163,-147.11409,22.889149,-252.28302,35.32765,-253.20682,-50.4657,-84.639366,-7.44319,-100.373795,-43.382717,-219.20074,-89.43122,-112.95626,-134.70958,-117.261246,-136.58095,-94.25832,-68.42627,-63.223835,-96.51951,-106.89257,-168.90962,-19.632378,-33.157063,75.2585,76.611916,79.38101,-17.437185,-15.28702,-92.72273,-19.386927,-101.01137
001270.mp3,-52.93176,381.42078,-261.37204,432.0126,-24.899117,-3.5937326,-288.82443,75.41964,-220.46646,225.81601,-120.96979,203.02654,-203.80956,238.57466,-301.86356,162.18858,-285.54373,114.12442,-296.27536,-18.579603,-356.41757,30.74583,-390.94315,-63.094833,-325.1726,-104.72291,-257.0572,62.788494,-154.88206,-119.304016,-198.46175,-51.62804,-252.00902,-32.551933,-121.59336,-158.97076,-344.02762,-197.11507,-148.59554,-120.89621,-59.102245,40.39528,106.10088,-58.150333,-71.563866,-263.75778,-69.57386,-199.90028,-40.636173,-46.32623
001276.mp3,-110.9243,548.2417,-29.972298,156.5066,-59.396965,150.18562,-98.89716,204.00063,-180.88661,278.41138,-173.50334,236.3834,-151.44334,169.01826,-133.30574,190.0633,-264.9256,259.3207,-54.26932,169.20882,-206.7219,155.4259,-282.92575,-20.533688,-57.356754,171.00162,-183.57332,63.249287,-115.610695,59.683,80.40845,41.475777,-192.45079,20.905893,71.31572,64.79826,56.167137,15.747573,10.418571,62.959885,-129.72942,-83.163124,-125.22541,-22.065071,-8.041126,-67.84975,-95.627266,23.697083,259.55753,209.41048
001277.mp3,-209.20667,362.57315,-138.06352,229.25851,-92.864555,172.96375,-108.01075,141.01184,-153.08897,199.09846,-158.0343,108.15026,-278.7438,87.67384,-232.61996,87.676636,-155.23848,171.61325,-298.57315,172.68434,-117.8254,141.0046,-282.05847,-22.451183,-271.74878,23.22568,-181.51741,-75.07462,-340.02567,97.7725,-223.77382,-32.709656,-181.32112,-132.46416,-50.984406,-113.85525,-114.40751,-49.380505,-236.28192,36.070213,-90.014015,-90.34879,-98.35599,-77.65524,-52.501186,-149.79205,-94.24378,68.82494,-60.41948,5.9703655
001278.mp3,-369.71484,607.4528,-43.775105,208.56776,-39.92498,37.605747,-141.25496,36.36703,-252.10997,167.99707,-220.651,112.89915,-146.0413,41.216515,-155.18088,-3.2653832,-209.50642,-58.412674,-88.78287,-45.199986,-221.13264,-121.45287,-132.76741,-147.18195,-98.88174,-58.972633,-166.00874,-104.54245,-178.7872,-124.87502,-29.122982,-115.216576,-102.962494,-115.56949,-68.27619,-52.649345,11.039156,-82.01068,-23.926117,-97.37251,-65.810715,-143.61664,8.091285,-24.730068,-12.413426,-63.412735,-45.819904,-46.200768,-72.36663,-80.31035
001417.mp3,-227.12698,500.67603,-163.56027,264.72116,-9.349715,139.10057,-148.71742,275.26096,-86.26328,110.240364,-128.9902,285.36664,-306.39972,14.51879,-304.9533,-15.062433,-236.23344,195.00099,-199.96977,168.75247,-232.41838,-93.225105,-265.44302,-68.616615,-273.58853,-216.24956,-447.73764,-64.82144,28.634226,118.39064,13.425881,35.772488,-29.164284,-53.854256,-114.28703,-101.3789,-159.18106,-202.88214,-151.40523,-120.35313,40.27408,21.57317,46.31099,-25.349634,-126.87116,-83.418846,119.768974,56.88693,-25.854809,-96.77006
001427.mp3,-321.0552,638.0766,-191.62096,212.89594,-105.49062,127.167114,-56.884052,18.092432,-153.83855,174.59225,-118.78367,176.16263,-175.21863,230.99947,-47.111404,152.96191,-265.02585,162.06226,-57.8218,72.06043,-143.87302,23.231016,-188.53094,-15.858866,-241.79292,-1.4573255,-39.978718,-42.21773,-155.52058,26.547714,15.10352,-114.30931,-214.17645,48.272694,127.291664,-91.99912,-278.50232,-183.72809,-53.857597,-186.9499,-200.62323,-585.56793,-429.08087,-87.88788,58.064754,83.463715,289.54935,245.93886,-7.6081543,-347.2296
001443.mp3,-157.67711,671.32086,-187.38615,201.33788,-21.665825,110.024826,-48.753548,116.545265,-49.60272,305.48422,-168.64053,53.718918,-287.28217,45.37692,-106.91903,50.10353,-8.040111,390.3689,-122.55106,-33.031776,-145.81633,52.082592,-189.63351,156.4861,-45.913223,-175.37695,-240.83043,102.30077,-26.57768,-123.91091,-177.27823,-331.4829,-202.00836,24.537998,-224.3658,-54.57988,-81.53415,-329.48322,-283.7736,-278.50552,88.33616,-46.267452,31.184326,79.47346,178.04909,25.217836,-176.16292,-284.9489,-233.14362,-325.5361
001482.mp3,-617.5824,570.90625,208.55702,265.70334,129.0375,258.92645,118.63468,153.97562,91.138664,220.33728,33.95657,81.6055,-107.367714,-13.242525,-20.126665,189.4214,141.49525,65.61671,40.110058,47.874104,-204.23294,-297.15753,-257.99106,-250.60477,-143.53894,-128.60152,-175.83777,-222.85466,-110.4414,-134.03285,-391.51593,-441.64706,-138.42583,44.706036,152.43852,163.7363,149.87355,62.746647,-263.53406,-324.83093,100.49788,31.979391,-134.66594,-65.26911,-175.58954,-284.4351,-249.00479,-343.7982,-469.8278,-441.81754
001510.mp3,-708.6346,295.66357,-59.10523,60.246418,-12.464381,28.099962,-273.3168,96.23895,-447.97482,27.665564,-427.05392,250.6847,-325.0229,128.62216,-328.81088,84.998116,-263.17285,-95.241295,-294.05542,-53.786503,-165.25793,-15.865251,-192.95871,75.97708,-174.67087,45.20806,-142.51627,85.311775,-110.941666,-55.138012,-104.260025,-112.02846,-39.023487,-201.37442,-13.289774,-88.683,51.27978,-18.67011,26.615685,93.42693,-121.15361,107.906586,-89.73606,122.126816,-34.377216,101.58234,-26.761961,82.64523,118.363075,2.4949682
001544.mp3,-917.353,428.11044,-252.90442,49.37679,-115.70524,-55.825375,-100.93333,-145.74335,-23.288887,-160.01007,-82.984764,423.52176,2.084031,-136.27545,88.14471,-236.69934,-602.2099,61.896935,418.86765,845.82153,495.43527,-431.90332,-371.4106,-300.37646,297.52698,420.15363,-237.09105,-370.2749,-540.83374,191.42351,389.29675,-787.70184,-934.90314,175.48312,1526.5632,1151.9083,455.16455,911.7699,658.08234,-172.34482,-871.04803,-145.21349,479.1629,-182.14252,-223.31743,255.81941,98.52505,-484.1979,163.6414,127.63921
001642.mp3,-221.38182,369.4821,-55.891453,119.96412,-128.33331,149.20953,-164.21939,162.4464,-271.90616,176.97856,-249.56976,176.95729,-231.85614,152.07346,-366.94553,67.77636,-351.21832,43.050255,-273.23752,105.48661,-313.96323,190.5947,-347.3255,-177.03055,-194.00638,162.95271,-57.793434,-30.637058,-319.68384,-47.39016,-437.3212,94.69782,-153.45125,118.516426,-320.9538,-89.50149,-187.71779,43.448753,-256.61133,-84.872375,-32.38492,-20.067451,-96.62029,-187.59375,-247.8572,-172.115,-161.18875,-9.721808,-216.95293,-363.4799
001644.mp3,20.517786,315.54266,-52.62601,218.30023,-107.89515,232.42079,-187.60155,277.4321,-201.83932,324.3228,-121.57881,203.65804,-290.56027,206.95496,-273.50653,51.507946,-328.91455,98.58601,-342.57492,101.998405,-154.14934,153.36722,-314.38275,189.78587,-236.5947,40.968655,-182.70937,130.37935,-289.45132,37.428543,-158.8857,166.54,-277.98334,-4.70942,-323.10663,-19.31535,-73.0096,42.94377,-147.01118,39.97464,-38.04273,-50.37953,-80.25591,145.11954,-142.05855,51.733795,-112.82059,-13.119467,-95.45725,-95.56281
001649.mp3,28.779127,488.2233,-100.539604,172.56526,-73.78541,244.3822,-87.664085,210.13733,-175.19243,269.06802,-244.80931,172.91057,-343.0278,137.47668,-260.2986,137.9763,-310.99207,142.06293,-149.76901,170.3824,-334.86188,53.090683,-261.5586,60.710026,-238.2958,183.65709,-77.96187,-42.703396,-163.67064,-76.32238,-382.70633,95.49366,-42.01218,-21.467644,-182.14934,-122.94785,-145.59525,61.855244,-132.21971,-84.15262,-20.237999,-78.64619,-149.56772,36.36457,12.335517,32.65453,-117.74541,-86.60149,-281.31183,-59.066055
001661.mp3,92.27517,335.7112,-122.04836,303.98187,-160.48193,224.76851,-187.26611,167.32756,-248.60144,184.07716,-187.32092,227.65836,-315.0643,155.31429,-276.24945,108.056015,-340.8016,173.38042,-314.06738,102.66201,-297.86053,119.7382,-362.7113,249.03357,-206.45659,93.32299,-176.40843,139.25574,-217.6651,154.53857,-74.49792,207.79755,-78.23117,120.65214,-78.980194,194.26025,-81.90268,46.812996,-113.90387,97.44355,29.80906,-88.85177,-43.659786,181.48581,-120.93992,98.95134,143.12885,171.5906,44.26604,-94.373116
001663.mp3,-316.46957,489.19373,-266.68,573.256,-65.9471,273.87192,-88.31146,216.5711,-90.767265,242.69368,13.68789,147.24805,-125.37541,3.7860928,-140.31432,-85.5666,-71.27788,-81.187744,-189.60992,-51.099453,-20.052574,-38.99938,-279.1795,-140.94489,-153.64246,-20.594893,-10.239984,-2.5672295,38.76705,-248.88638,-195.54477,-169.35303,92.76654,-157.09506,-84.218,-228.2775,-163.50021,-222.8081,-178.90765,-11.841841,-57.904835,67.92231,48.89265,-189.4681,-195.93982,-255.05638,-103.35629,-136.32239,-26.352007,-136.47726
001666.mp3,-346.024,420.84964,-200.57521,336.9551,-119.866646,170.34152,-151.94336,177.94568,-243.16414,220.88594,-320.13855,-47.715046,-250.01883,126.63767,86.479614,64.70044,-23.961195,136.36162,72.15384,266.79712,-203.29352,-357.7883,-451.9272,66.58251,-257.8597,44.41264,-399.51392,-206.40366,126.49236,56.494717,-335.18448,-511.72397,-324.14865,43.35753,195.3133,201.25056,304.97855,247.24976,-18.020494,-299.46646,-301.83453,-92.022316,36.745087,-178.24756,-147.54881,-325.3003,-255.65558,-44.741104,110.014114,-218.43858
001673.mp3,-800.4406,702.72156,-69.92331,16.733595,-56.04447,78.93566,-107.52847,80.4108,-223.94392,-93.9189,-280.33032,-54.00186,-72.56363,157.3264,-59.89945,-7.965303,-236.46684,64.98084,86.69824,102.299835,-136.28441,-15.07292,-37.683086,-101.09784,-222.43755,-133.84714,-78.43504,-204.07745,-272.63156,-278.41284,-177.94502,-226.20488,-187.28041,-237.78662,-164.72993,-99.54922,111.768684,39.73369,103.003204,105.88177,172.78812,104.020485,119.2041,63.973946,149.96191,54.160236,-65.54288,-97.69785,-48.973022,-142.38121
001680.mp3,-432.24817,464.91684,-110.858345,272.57684,-134.32797,80.461586,-98.73274,-25.791462,-179.38467,-59.337154,-312.40503,58.796574,-252.64305,-107.021286,-154.75163,79.26461,-159.26717,-63.99619,-492.27362,-237.0218,-487.73605,-320.11676,-407.45096,-513.65283,-439.46796,-112.75748,-145.21451,-64.06774,-169.95038,-233.30359,-232.25029,-89.93894,-111.133064,-446.3154,-172.44339,-269.28485,-313.83148,-226.57518,11.256723,138.33946,100.17506,348.50296,100.40559,-195.002,-33.729187,118.32545,177.7983,467.77454,221.60081,-407.5456
001681.mp3,-283.98126,342.95624,-82.88283,206.73114,-51.02484,171.5719,-96.26753,17.63197,-244.6657,222.52086,-314.83884,229.84886,-206.92969,35.8512,-174.88487,-163.23364,-458.9242,-23.262686,-511.72327,64.54484,-232.9545,6.0912447,-143.24615,-77.210365,-473.52353,17.276659,-181.25291,-118.38369,-307.16943,-12.36385,-50.967297,124.37692,-218.26582,-232.68634,-437.54855,-164.6389,-209.20076,-83.7293,-68.41097,187.96835,122.64702,126.059944,-14.571799,-45.701115,4.97157,32.895134,92.8945,258.14212,77.68937,-263.79498
001682.mp3,-308.99506,399.5016,-114.88111,247.63846,-125.99217,72.79797,-103.12723,-46.642456,-340.08127,-2.0668027,-401.93866,140.75272,-310.27493,-47.124516,-213.10217,6.3224697,-244.49283,63.828045,-319.99033,-61.679832,-353.17126,-214.79066,-326.22824,-297.60144,-348.0774,-94.60064,-258.9711,-22.034813,-161.61179,-358.1307,-514.4539,-303.83755,-212.25114,-171.31088,-29.650274,-128.16867,-221.95134,-291.37985,-319.93262,-77.62647,-102.401665,21.646881,-157.76431,-78.515785,-211.91405,-98.05125,21.637352,199.7067,-90.60052,-268.1089
001683.mp3,-297.19574,421.98917,-103.29259,141.05841,-125.97155,141.91853,-159.71231,55.94603,-209.0569,135.26863,-224.85179,191.92743,-267.9867,115.12175,-240.06323,-22.597294,-335.17407,-23.490921,-356.46414,-159.62495,-551.73425,-25.2062,-319.6986,3.9463298,-276.31815,-55.835556,-344.60788,-127.53924,-236.47603,-19.653818,-78.67683,52.3929,-230.37119,-215.0889,-264.6154,-251.94205,-286.95462,-185.48145,-122.35195,-224.78236,-178.10944,-113.74288,-26.19986,-7.348686,-21.473684,46.948196,137.62856,297.8279,102.601,-360.85153
001684.mp3,-278.24594,455.4038,-68.109184,273.5892,-112.54326,99.649216,-17.297161,55.103325,-158.49782,88.29487,-297.54788,121.131355,-301.11414,-19.972916,-230.33784,-31.443186,-171.86877,60.68014,-367.58255,-92.85822,-297.65125,-122.57867,-65.49998,8.598614,-247.91545,-44.504528,-259.7453,-147.09688,-280.22037,-114.854095,-142.77371,-52.17915,-27.049517,-102.040016,-31.648464,-89.56562,-296.5484,-303.57706,-221.99748,-161.92598,-265.8754,-196.95856,-211.26477,-193.87617,-94.76997,0.841396,188.73833,380.8699,124.573395,-384.8172
001685.mp3,-514.1195,465.5577,-155.38861,230.02777,-71.61175,77.642075,-48.24212,-12.614827,-187.49905,-39.041676,-257.28955,152.43092,-162.93402,-79.8043,-262.21786,-163.71886,-279.7063,-75.54017,-434.9608,-313.28488,-433.57852,-222.05156,-204.54672,-85.68112,-79.67455,62.761776,-51.197533,-147.99724,-21.666035,-98.63815,-106.58223,-220.09523,-189.8897,-179.94765,-98.43416,-240.40236,-261.12897,-264.26123,-80.181015,9.009237,-138.50012,-149.63217,-86.130356,-97.55372,45.56037,201.58295,451.47104,572.3126,199.27065,-289.3627
001686.mp3,-280.1819,334.33426,-42.22812,264.90292,-94.3671,179.16795,-211.15599,112.860794,-226.64865,51.12088,-332.89154,198.3934,-314.68814,-26.971455,-454.02966,-46.29083,-329.6952,-95.646545,-506.3294,-219.46805,-555.4031,-246.72498,-563.95703,-255.1309,-480.35428,-112.710365,-168.01437,-159.87798,-418.85025,-270.71713,-81.19798,112.504684,-151.02232,-190.99496,-262.58713,-87.29545,7.271639,134.22977,202.61427,90.64639,-203.81168,-261.197,-175.47964,-236.36237,-185.00693,74.00771,206.2514,235.02556,-105.154945,-481.8287
001687.mp3,-449.50146,453.55722,-94.386894,72.03044,-182.15816,41.42396,-166.897,-28.041355,-313.12186,-5.5531187,-274.32043,81.24038,-307.849,-136.75615,-322.92587,-134.83847,-343.36542,-136.67871,-296.21252,-128.33203,-518.77136,-48.74526,-278.80554,-253.44505,-394.0427,-227.33958,-349.63943,-300.6633,-321.70276,-174.9138,-296.4451,-347.67856,-344.00955,-116.103096,-72.80791,-10.806101,66.54236,-9.326612,42.254436,131.75346,171.7737,127.60851,94.16732,92.579636,83.35078,122.14855,224.01627,219.72603,123.90648,-183.94296
001688.mp3,-285.42798,421.04388,-69.96153,241.19368,-142.97319,52.496284,11.285341,-56.53011,-206.6132,87.02236,-428.6338,136.16005,-277.79956,-96.59623,-200.76228,-169.64154,-203.32141,-14.827028,-393.81607,-35.518856,-336.13776,-137.5445,-218.61084,-83.982796,-476.46893,-38.006367,-483.02924,-62.510796,-316.9278,-45.902714,-253.13443,84.2394,-278.4906,-39.981445,-230.48366,96.598236,-296.84998,6.7948623,-134.15993,-19.944946,-213.92023,125.47922,72.08584,-59.415146,29.763117,16.080526,142.21745,178.08218,363.46353,-359.58383
001689.mp3,-318.7743,365.6909,-120.38692,315.00323,-182.24411,52.196335,-140.299,114.499084,-325.2701,-65.11569,-342.42825,163.85008,-365.2005,15.976963,-225.86105,-41.727066,-155.42288,55.07378,-478.16382,-261.89032,-484.39294,-42.591106,-340.31293,-231.16875,-522.5942,-297.6226,-382.71298,-149.12555,-340.95538,-105.53136,-96.40995,77.23061,-16.182411,-12.763498,-142.93892,-136.77692,-216.41498,-239.4164,-225.65622,-38.544994,236.29355,325.925,85.38033,-60.848854,-49.623295,-61.81723,116.20836,200.73708,22.737875,-319.01508
001701.mp3,-536.5153,550.7741,-189.4926,79.4699,-180.81732,50.025787,-358.64307,-153.73476,-221.4541,-9.643746,-268.60904,-321.6343,-250.31964,-193.86034,-179.88963,-70.43249,170.55623,167.64767,-42.824783,214.09271,-251.8584,53.115414,-119.99484,465.30963,104.842804,107.731445,211.96198,55.45031,-111.02851,78.30257,132.25899,361.13544,15.728458,-358.73294,-300.42398,-151.18474,34.829376,-9.92504,363.38138,-287.41602,36.979107,-127.63326,-217.54135,-115.548325,-32.25042,296.5531,211.0414,7.98426,257.986,12.392452
001702.mp3,-411.62726,798.33344,-141.68745,135.1208,-29.710203,-17.08539,-114.6542,-58.52417,-295.26318,-88.86357,-300.48114,-69.38755,-241.51357,-71.882164,-162.0902,-104.01875,-258.83078,-108.82415,-180.67178,-185.16792,-192.91443,-191.16537,-119.94928,-2.4729705,-231.3141,-189.5082,-101.207,-258.8256,-307.95602,-265.43427,78.27502,-28.041525,-215.49246,-132.52368,-187.22458,-28.62037,145.3992,-81.81204,-237.88293,-452.32483,4.882471,459.12656,158.12706,-78.23366,-180.01993,-62.145935,25.898537,-57.603634,78.40199,-3.2849538
001703.mp3,-716.52264,673.37897,-125.55075,-92.37595,-71.18197,38.13039,22.136126,123.726,-12.868062,-49.42475,-394.77875,-222.24757,-288.89508,-228.72633,-250.9256,-108.01918,-101.96762,112.8505,-51.863583,-11.486953,-229.69502,-409.92307,-155.71785,-26.269476,-347.2012,-319.01486,-232.65909,-438.64285,-469.43823,-266.40152,-294.25684,-161.94211,-121.92945,-284.33447,-102.60184,-12.0202,-153.49617,-67.791595,172.62897,242.73064,391.0359,-35.374626,-72.00003,-124.48095,-215.25523,143.38112,71.5466,21.966341,-95.49232,-33.78256
001704.mp3,-485.46814,414.4962,-147.3895,343.81622,-69.545006,177.51659,-185.57664,-133.3787,-268.17,-136.40804,-203.779,-129.06049,-289.5755,-104.80242,-271.15338,-247.9433,-390.61148,47.989536,-38.23967,0.45524126,-563.73804,-301.01178,-146.29965,224.78452,-81.54634,65.81707,-279.78476,-117.3886,-1.912552,-148.63394,-353.3607,-322.09125,389.4755,404.30377,232.11084,149.41286,-69.876945,82.81689,435.89145,-422.44205,-218.79964,78.80797,-111.46052,-122.84973,169.597,108.759705,121.4593,194.88481,-427.05026,71.377014
